counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.895935,,,,,,,,1.895935,1,,,,,,400,NW,"ID",16,wearox,WEAROX,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,301,301,339,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.27906,,,,,,,,1.27906,1,,,,,,250,NW,UN,16,lupict,MILTED,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,302,302,429,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.063745,,,,,,,,1.063745,1,,,,,,474,NW,UN,33,acrise,HABLIN,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,303,303,413,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.73704,,,,,,,,0.73704,1,,,,,,159,WORD,"ID",16,detail,DETAIL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,304,304,98,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.497925,,,,,,,,0.497925,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,305,305,168,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.898765,,,,,,,,0.898765,1,,,,,,463,NW,UN,33,chaite,KISPEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,306,306,402,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.987775,,,,,,,,0.987775,1,,,,,,376,NW,"ID",16,iguare,IGUARE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,307,307,315,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.81566,,,,,,,,0.81566,1,,,,,,164,WORD,"ID",16,market,MARKET,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,308,308,103,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53985,,,,,,,,0.53985,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,309,309,210,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.971015,,,,,,,,0.971015,1,,,,,,261,NW,UN,16,quilew,STUNCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,310,310,440,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.748,,,,,,,,0.748,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,311,311,302,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.74856,,,,,,,,0.74856,1,,,,,,10,WORD,UN,16,cruise,ETHNIC,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,312,312,189,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.700895,,,,,,,,0.700895,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,313,313,162,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.813215,,,,,,,,1.813215,0,,,,,,297,NW,UN,16,piergy,FERTIC,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,314,314,476,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.80393,,,,,,,,0.80393,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,315,315,279,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.579365,,,,,,,,0.579365,0,,,,,,181,WORD,UN,33,winter,GLANCE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,316,316,120,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49912,,,,,,,,0.49912,1,,,,,,53,WORD,UN,16,ramble,POLICE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,317,317,232,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.448785,,,,,,,,0.448785,1,,,,,,237,WORD,UN,33,glance,POSTER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,318,318,176,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.748535,,,,,,,,0.748535,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,319,319,146,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6004,,,,,,,,0.6004,1,,,,,,4,WORD,UN,16,plunge,TRENCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,320,320,183,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.948435,,,,,,,,0.948435,1,,,,,,329,NW,"ID",33,yarike,YARIKE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,321,321,268,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.948435,-1,,,,,,462,NW,UN,33,kispel,ABSULT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,322,322,401,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.87997,,,,,,,,0.87997,1,,,,,,299,NW,UN,16,yarion,STURCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,323,323,478,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.44664,,,,,,,,0.44664,0,,,,,,50,WORD,UN,16,hungry,SNATCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,324,324,229,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.536775,,,,,,,,0.536775,1,,,,,,281,NW,UN,16,porlex,MELATY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,325,325,460,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.869115,,,,,,,,0.869115,1,,,,,,433,NW,UN,33,pitrom,DRANCE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,326,326,372,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.006955,,,,,,,,1.006955,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,327,327,197,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46523,,,,,,,,0.46523,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,328,328,55,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.73654,,,,,,,,0.73654,1,,,,,,432,NW,UN,33,drance,LUNKER,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,329,329,371,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.09771,,,,,,,,1.09771,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,330,330,438,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69303,,,,,,,,0.69303,1,,,,,,128,WORD,"ID",16,senior,SENIOR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,331,331,67,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.568615,,,,,,,,0.568615,1,,,,,,127,WORD,"ID",16,castle,CASTLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,332,332,66,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.630905,,,,,,,,0.630905,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,333,333,227,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.39936,,,,,,,,0.39936,0,,,,,,391,NW,"ID",16,theldy,THELDY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,334,334,330,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.88012,,,,,,,,0.88012,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,335,335,363,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.539865,,,,,,,,0.539865,0,,,,,,226,WORD,UN,33,flower,CASINO,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,336,336,165,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.601075,,,,,,,,0.601075,1,,,,,,130,WORD,"ID",16,stupid,STUPID,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,337,337,69,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.79725,,,,,,,,0.79725,1,,,,,,173,WORD,"ID",16,shower,SHOWER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,338,338,112,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.19744,,,,,,,,1.19744,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,339,339,412,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.72994,,,,,,,,1.72994,1,,,,,,289,NW,UN,16,splino,STARBY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,340,340,468,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.746515,,,,,,,,0.746515,1,,,,,,401,NW,"ID",16,mustil,MUSTIL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,341,341,340,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.598455,,,,,,,,0.598455,1,,,,,,405,NW,"ID",16,flumni,FLUMNI,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,342,342,344,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.566455,,,,,,,,0.566455,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,343,343,333,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56553,,,,,,,,0.56553,1,,,,,,345,NW,"ID",33,absend,ABSEND,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,344,344,284,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.397915,,,,,,,,0.397915,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,345,345,49,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55361,,,,,,,,0.55361,1,,,,,,167,WORD,"ID",16,design,DESIGN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,346,346,106,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.472115,,,,,,,,0.472115,1,,,,,,30,WORD,UN,16,weapon,ORIENT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,347,347,209,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.646425,,,,,,,,0.646425,0,,,,,,413,NW,"ID",16,equats,EQUATS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,348,348,352,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.571955,,,,,,,,0.571955,1,,,,,,257,NW,UN,16,poluth,VENIOD,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,349,349,436,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.455935,,,,,,,,0.455935,1,,,,,,69,WORD,"ID",33,plenty,PLENTY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,350,350,8,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.783855,,,,,,,,0.783855,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,351,351,376,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.73191,,,,,,,,0.73191,0,,,,,,52,WORD,UN,16,police,IMPOSE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,352,352,231,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.630975,,,,,,,,0.630975,0,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,353,353,442,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59878,,,,,,,,0.59878,1,,,,,,178,WORD,"ID",16,inform,INFORM,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,354,354,117,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.58275,,,,,,,,0.58275,0,,,,,,395,NW,"ID",16,colury,COLURY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,355,355,334,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.581035,,,,,,,,0.581035,0,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,356,356,241,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.913865,,,,,,,,0.913865,1,,,,,,38,WORD,UN,16,insect,POWDER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,357,357,217,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.6109,,,,,,,,0.6109,0,,,,,,254,NW,UN,16,apight,VAROSH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,358,358,433,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.66973,,,,,,,,0.66973,1,,,,,,101,WORD,"ID",33,wrench,WRENCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,359,359,40,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.56464,,,,,,,,0.56464,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,360,360,27,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66707,,,,,,,,0.66707,1,,,,,,402,NW,"ID",16,syntic,SYNTIC,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,361,361,341,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.48213,,,,,,,,0.48213,1,,,,,,62,WORD,"ID",33,region,REGION,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,362,362,1,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.515585,,,,,,,,0.515585,1,,,,,,23,WORD,UN,16,praise,WEALTH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,363,363,202,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.57228,,,,,,,,0.57228,0,,,,,,291,NW,UN,16,ablint,PRETCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,364,364,470,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67323,,,,,,,,0.67323,1,,,,,,86,WORD,"ID",33,rodent,RODENT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,365,365,25,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.403865,,,,,,,,0.403865,0,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,366,366,448,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.529955,,,,,,,,0.529955,1,,,,,,27,WORD,UN,16,comedy,SCREAM,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,367,367,206,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.41503,,,,,,,,0.41503,1,,,,,,184,WORD,UN,33,bother,SLEAZY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,368,368,123,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.73873,,,,,,,,0.73873,0,,,,,,285,NW,UN,16,reldon,PRUDGE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,369,369,464,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60276,,,,,,,,0.60276,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,370,370,143,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.53195,,,,,,,,0.53195,0,,,,,,246,NW,UN,16,blarge,PIATON,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,371,371,425,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69764,,,,,,,,0.69764,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,372,372,127,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.46471,,,,,,,,0.46471,0,,,,,,370,NW,"ID",16,sleact,SLEACT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,373,373,309,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.61574,,,,,,,,0.61574,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,374,374,81,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58352,,,,,,,,0.58352,1,,,,,,136,WORD,"ID",16,bleach,BLEACH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,375,375,75,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.6818,,,,,,,,0.6818,0,,,,,,352,NW,"ID",33,tringe,TRINGE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,376,376,291,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.649385,,,,,,,,0.649385,1,,,,,,162,WORD,"ID",16,candle,CANDLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,377,377,101,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.515545,,,,,,,,0.515545,0,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,378,378,245,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.533145,,,,,,,,0.533145,0,,,,,,201,WORD,UN,33,factor,ADMIRE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,379,379,140,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.546635,,,,,,,,0.546635,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,380,380,114,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.25236,,,,,,,,1.25236,1,,,,,,338,NW,"ID",33,wreash,WREASH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,381,381,277,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.34855,,,,,,,,0.34855,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,382,382,147,1
