counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.70624,0,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,0.70624,,,,,,-0.016666667,-0.238888889,0,0,0,,0,294,294,246,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.741935,1,,,,,,86,WORD,"ID",33,rodent,RODENT,m,0.741935,,,,,,-0.016666667,-0.238888889,0,0,0,,0,295,295,25,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.589275,1,,,,,,46,WORD,UN,16,income,SINGLE,m,0.589275,,,,,,-0.016666667,-0.238888889,0,0,0,,0,296,296,225,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.80452,1,,,,,,291,NW,UN,16,ablint,PRETCH,z,0.80452,,,,,,-0.016666667,-0.238888889,0,0,0,,0,297,297,470,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.24035,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,1.24035,,,,,,-0.016666667,-0.238888889,0,0,0,,0,298,298,175,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.81246,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,0.81246,,,,,,-0.016666667,-0.238888889,0,0,0,,0,299,299,138,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.085825,1,,,,,,114,WORD,"ID",33,placid,PLACID,m,1.085825,,,,,,-0.016666667,-0.238888889,0,0,0,,0,300,300,53,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.57984,0,,,,,,364,NW,"ID",16,impote,IMPOTE,z,1.57984,,,,,,-0.016666667,-0.238888889,0,0,0,,0,301,301,303,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.53564,1,,,,,,363,NW,"ID",16,breali,BREALI,z,1.53564,,,,,,-0.016666667,-0.238888889,0,0,0,,0,302,302,302,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.592175,1,,,,,,123,WORD,"ID",16,strike,STRIKE,m,0.592175,,,,,,-0.016666667,-0.238888889,0,0,0,,0,303,303,62,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.74473,1,,,,,,423,NW,UN,33,praile,STRELD,z,0.74473,,,,,,-0.016666667,-0.238888889,0,0,0,,0,304,304,362,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.74066,1,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,0.74066,,,,,,-0.016666667,-0.238888889,0,0,0,,0,305,305,448,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.709435,1,,,,,,331,NW,"ID",33,gilfew,GILFEW,z,0.709435,,,,,,-0.016666667,-0.238888889,0,0,0,,0,306,306,270,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.556095,1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,0.556095,,,,,,-0.016666667,-0.238888889,0,0,0,,0,307,307,90,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.353545,1,,,,,,469,NW,UN,33,crudio,PADIFS,z,1.353545,,,,,,-0.016666667,-0.238888889,0,0,0,,0,308,308,408,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.423015,0,,,,,,221,WORD,UN,33,hinder,MASCOT,m,1.423015,,,,,,-0.016666667,-0.238888889,0,0,0,,0,309,309,160,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.80002,1,,,,,,371,NW,"ID",16,geiloy,GEILOY,z,0.80002,,,,,,-0.016666667,-0.238888889,0,0,0,,0,310,310,310,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.73695,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,0.73695,,,,,,-0.016666667,-0.238888889,0,0,0,,0,311,311,419,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.30308,0,,,,,,470,NW,UN,33,nobest,CRUDIO,z,1.30308,,,,,,-0.016666667,-0.238888889,0,0,0,,0,312,312,409,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.318475,0,,,,,,253,NW,UN,16,varosh,RESAIT,z,1.318475,,,,,,-0.016666667,-0.238888889,0,0,0,,0,313,313,432,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.354135,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,1.354135,,,,,,-0.016666667,-0.238888889,0,0,0,,0,314,314,100,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.833495,1,,,,,,321,NW,"ID",33,miator,MIATOR,z,0.833495,,,,,,-0.016666667,-0.238888889,0,0,0,,0,315,315,260,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.47598,0,,,,,,184,WORD,UN,33,bother,SLEAZY,m,1.47598,,,,,,-0.016666667,-0.238888889,0,0,0,,0,316,316,123,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.47598,-1,,,,,,399,NW,"ID",16,fouret,FOURET,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,317,317,338,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.316795,1,,,,,,343,NW,"ID",33,aimosy,AIMOSY,z,1.316795,,,,,,-0.016666667,-0.238888889,0,0,0,,0,318,318,282,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.884355,1,,,,,,135,WORD,"ID",16,import,IMPORT,m,0.884355,,,,,,-0.016666667,-0.238888889,0,0,0,,0,319,319,74,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.900095,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,0.900095,,,,,,-0.016666667,-0.238888889,0,0,0,,0,320,320,4,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.900095,-1,,,,,,298,NW,UN,16,sturch,PIERGY,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,321,321,477,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.8598,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,0.8598,,,,,,-0.016666667,-0.238888889,0,0,0,,0,322,322,133,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.49763,1,,,,,,173,WORD,"ID",16,shower,SHOWER,m,1.49763,,,,,,-0.016666667,-0.238888889,0,0,0,,0,323,323,112,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.80274,0,,,,,,344,NW,"ID",33,scrily,SCRILY,z,0.80274,,,,,,-0.016666667,-0.238888889,0,0,0,,0,324,324,283,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.621105,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,0.621105,,,,,,-0.016666667,-0.238888889,0,0,0,,0,325,325,2,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.6419,0,,,,,,222,WORD,UN,33,export,HINDER,m,0.6419,,,,,,-0.016666667,-0.238888889,0,0,0,,0,326,326,161,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.541925,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,0.541925,,,,,,-0.016666667,-0.238888889,0,0,0,,0,327,327,141,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.705935,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,0.705935,,,,,,-0.016666667,-0.238888889,0,0,0,,0,328,328,414,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.780095,1,,,,,,40,WORD,UN,16,spring,CONVEY,m,0.780095,,,,,,-0.016666667,-0.238888889,0,0,0,,0,329,329,219,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.01045,0,,,,,,403,NW,"ID",16,bruats,BRUATS,z,1.01045,,,,,,-0.016666667,-0.238888889,0,0,0,,0,330,330,342,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.784365,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,0.784365,,,,,,-0.016666667,-0.238888889,0,0,0,,0,331,331,389,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.919335,0,,,,,,285,NW,UN,16,reldon,PRUDGE,z,0.919335,,,,,,-0.016666667,-0.238888889,0,0,0,,0,332,332,464,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.541125,1,,,,,,47,WORD,UN,16,walnut,INCOME,m,0.541125,,,,,,-0.016666667,-0.238888889,0,0,0,,0,333,333,226,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.53811,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,0.53811,,,,,,-0.016666667,-0.238888889,0,0,0,,0,334,334,114,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.837785,1,,,,,,297,NW,UN,16,piergy,FERTIC,z,0.837785,,,,,,-0.016666667,-0.238888889,0,0,0,,0,335,335,476,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.600135,1,,,,,,276,NW,UN,16,petain,YARMON,z,0.600135,,,,,,-0.016666667,-0.238888889,0,0,0,,0,336,336,455,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.96923,0,,,,,,218,WORD,UN,33,bucket,SHRINK,m,0.96923,,,,,,-0.016666667,-0.238888889,0,0,0,,0,337,337,157,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.896525,0,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.896525,,,,,,-0.016666667,-0.238888889,0,0,0,,0,338,338,155,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.804075,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,0.804075,,,,,,-0.016666667,-0.238888889,0,0,0,,0,339,339,278,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.14344,1,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,1.14344,,,,,,-0.016666667,-0.238888889,0,0,0,,0,340,340,21,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.84436,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,0.84436,,,,,,-0.016666667,-0.238888889,0,0,0,,0,341,341,222,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.716885,0,,,,,,386,NW,"ID",16,ancust,ANCUST,z,0.716885,,,,,,-0.016666667,-0.238888889,0,0,0,,0,342,342,325,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59194,1,,,,,,133,WORD,"ID",16,chrome,CHROME,m,0.59194,,,,,,-0.016666667,-0.238888889,0,0,0,,0,343,343,72,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.894675,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,0.894675,,,,,,-0.016666667,-0.238888889,0,0,0,,0,344,344,148,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.60799,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,0.60799,,,,,,-0.016666667,-0.238888889,0,0,0,,0,345,345,12,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.65881,0,,,,,,313,NW,"ID",33,paurse,PAURSE,z,0.65881,,,,,,-0.016666667,-0.238888889,0,0,0,,0,346,346,252,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.15974,0,,,,,,314,NW,"ID",33,sprine,SPRINE,z,1.15974,,,,,,-0.016666667,-0.238888889,0,0,0,,0,347,347,253,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.485985,0,,,,,,172,WORD,"ID",16,patrol,PATROL,m,1.485985,,,,,,-0.016666667,-0.238888889,0,0,0,,0,348,348,111,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.6601,1,,,,,,164,WORD,"ID",16,market,MARKET,m,0.6601,,,,,,-0.016666667,-0.238888889,0,0,0,,0,349,349,103,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.8715,0,,,,,,36,WORD,UN,16,insult,VANISH,m,0.8715,,,,,,-0.016666667,-0.238888889,0,0,0,,0,350,350,215,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.8715,-1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,351,351,266,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.53615,1,,,,,,163,WORD,"ID",16,string,STRING,m,0.53615,,,,,,-0.016666667,-0.238888889,0,0,0,,0,352,352,102,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.140655,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,1.140655,,,,,,-0.016666667,-0.238888889,0,0,0,,0,353,353,240,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.83524,0,,,,,,45,WORD,UN,16,single,CLERGY,m,0.83524,,,,,,-0.016666667,-0.238888889,0,0,0,,0,354,354,224,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.959745,1,,,,,,22,WORD,UN,16,wealth,JOCKEY,m,0.959745,,,,,,-0.016666667,-0.238888889,0,0,0,,0,355,355,201,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.84217,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,0.84217,,,,,,-0.016666667,-0.238888889,0,0,0,,0,356,356,259,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.03722,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,1.03722,,,,,,-0.016666667,-0.238888889,0,0,0,,0,357,357,105,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.70418,1,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,0.70418,,,,,,-0.016666667,-0.238888889,0,0,0,,0,358,358,233,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.680075,1,,,,,,165,WORD,"ID",16,invest,INVEST,m,0.680075,,,,,,-0.016666667,-0.238888889,0,0,0,,0,359,359,104,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.68343,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,0.68343,,,,,,-0.016666667,-0.238888889,0,0,0,,0,360,360,20,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57439,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,0.57439,,,,,,-0.016666667,-0.238888889,0,0,0,,0,361,361,23,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.936035,1,,,,,,390,NW,"ID",16,hatrus,HATRUS,z,0.936035,,,,,,-0.016666667,-0.238888889,0,0,0,space,0,362,362,329,1,,6.429375
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.995235,0,,,,,,397,NW,"ID",16,camble,CAMBLE,z,0.995235,,,,,,-0.016666667,-0.238888889,0,0,0,,0,363,363,336,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.812475,1,,,,,,440,NW,UN,33,rastoe,SARIDE,z,0.812475,,,,,,-0.016666667,-0.238888889,0,0,0,,0,364,364,379,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.85866,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,0.85866,,,,,,-0.016666667,-0.238888889,0,0,0,,0,365,365,238,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.645115,1,,,,,,159,WORD,"ID",16,detail,DETAIL,m,0.645115,,,,,,-0.016666667,-0.238888889,0,0,0,,0,366,366,98,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.697185,1,,,,,,352,NW,"ID",33,tringe,TRINGE,z,0.697185,,,,,,-0.016666667,-0.238888889,0,0,0,,0,367,367,291,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.854095,1,,,,,,388,NW,"ID",16,cragin,CRAGIN,z,0.854095,,,,,,-0.016666667,-0.238888889,0,0,0,,0,368,368,327,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.04054,1,,,,,,435,NW,UN,33,frutan,IMPURB,z,1.04054,,,,,,-0.016666667,-0.238888889,0,0,0,,0,369,369,374,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.86914,0,,,,,,323,NW,"ID",33,rosail,ROSAIL,z,0.86914,,,,,,-0.016666667,-0.238888889,0,0,0,,0,370,370,262,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.73738,1,,,,,,329,NW,"ID",33,yarike,YARIKE,z,0.73738,,,,,,-0.016666667,-0.238888889,0,0,0,,0,371,371,268,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.8,0,,,,,,4,WORD,UN,16,plunge,TRENCH,m,0.8,,,,,,-0.016666667,-0.238888889,0,0,0,,0,372,372,183,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.917765,0,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,0.917765,,,,,,-0.016666667,-0.238888889,0,0,0,,0,373,373,52,1,,
