counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.52323,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,0.52323,,,,,,0.015558402,-0.41894412,0,0,0,,0,286,286,389,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.48875,1,,,,,,44,WORD,UN,16,clergy,DANGER,m,0.48875,,,,,,0.015558402,-0.41894412,0,0,0,,0,287,287,223,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.534255,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,0.534255,,,,,,0.015558402,-0.41894412,0,0,0,,0,288,288,328,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.55062,1,,,,,,140,WORD,"ID",16,prince,PRINCE,m,0.55062,,,,,,0.015558402,-0.41894412,0,0,0,,0,289,289,79,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.539595,1,,,,,,423,NW,UN,33,praile,STRELD,z,0.539595,,,,,,0.015558402,-0.41894412,0,0,0,,0,290,290,362,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.68371,1,,,,,,365,NW,"ID",16,guairt,GUAIRT,z,0.68371,,,,,,0.015558402,-0.41894412,0,0,0,,0,291,291,304,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57676,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,0.57676,,,,,,0.015558402,-0.41894412,0,0,0,,0,292,292,12,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.583165,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,0.583165,,,,,,0.015558402,-0.41894412,0,0,0,,0,293,293,414,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.51571,1,,,,,,405,NW,"ID",16,flumni,FLUMNI,z,0.51571,,,,,,0.015558402,-0.41894412,0,0,0,,0,294,294,344,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.632495,1,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,0.632495,,,,,,0.015558402,-0.41894412,0,0,0,,0,295,295,350,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.528085,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,0.528085,,,,,,0.015558402,-0.41894412,0,0,0,,0,296,296,137,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.515425,1,,,,,,233,WORD,UN,33,clumsy,NATURE,m,0.515425,,,,,,0.015558402,-0.41894412,0,0,0,,0,297,297,172,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.567075,1,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,0.567075,,,,,,0.015558402,-0.41894412,0,0,0,,0,298,298,454,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.54229,1,,,,,,431,NW,UN,33,lunker,CHRUMS,z,0.54229,,,,,,0.015558402,-0.41894412,0,0,0,,0,299,299,370,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.477115,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,0.477115,,,,,,0.015558402,-0.41894412,0,0,0,,0,300,300,240,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.595125,1,,,,,,153,WORD,"ID",16,behold,BEHOLD,m,0.595125,,,,,,0.015558402,-0.41894412,0,0,0,,0,301,301,92,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.50528,1,,,,,,55,WORD,UN,16,ambush,STROKE,m,0.50528,,,,,,0.015558402,-0.41894412,0,0,0,,0,302,302,234,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.58365,1,,,,,,299,NW,UN,16,yarion,STURCH,z,0.58365,,,,,,0.015558402,-0.41894412,0,0,0,,0,303,303,478,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60173,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,0.60173,,,,,,0.015558402,-0.41894412,0,0,0,,0,304,304,153,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.482415,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,0.482415,,,,,,0.015558402,-0.41894412,0,0,0,,0,305,305,179,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.5402,1,,,,,,406,NW,"ID",16,nouply,NOUPLY,z,0.5402,,,,,,0.015558402,-0.41894412,0,0,0,,0,306,306,345,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.492815,1,,,,,,452,NW,UN,33,bolvis,SURDEN,z,0.492815,,,,,,0.015558402,-0.41894412,0,0,0,,0,307,307,391,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.484395,1,,,,,,277,NW,UN,16,unighs,PETAIN,z,0.484395,,,,,,0.015558402,-0.41894412,0,0,0,,0,308,308,456,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.58458,1,,,,,,211,WORD,UN,33,verify,INFECT,m,0.58458,,,,,,0.015558402,-0.41894412,0,0,0,,0,309,309,150,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.46008,1,,,,,,165,WORD,"ID",16,invest,INVEST,m,0.46008,,,,,,0.015558402,-0.41894412,0,0,0,,0,310,310,104,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.504965,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,0.504965,,,,,,0.015558402,-0.41894412,0,0,0,,0,311,311,263,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.537605,1,,,,,,386,NW,"ID",16,ancust,ANCUST,z,0.537605,,,,,,0.015558402,-0.41894412,0,0,0,,0,312,312,325,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.492935,1,,,,,,311,NW,"ID",33,sproly,SPROLY,z,0.492935,,,,,,0.015558402,-0.41894412,0,0,0,,0,313,313,250,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.47511,1,,,,,,410,NW,"ID",16,tunory,TUNORY,z,0.47511,,,,,,0.015558402,-0.41894412,0,0,0,,0,314,314,349,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.45125,1,,,,,,366,NW,"ID",16,toshel,TOSHEL,z,0.45125,,,,,,0.015558402,-0.41894412,0,0,0,,0,315,315,305,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.53479,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.53479,,,,,,0.015558402,-0.41894412,0,0,0,,0,316,316,167,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.544675,1,,,,,,280,NW,UN,16,melaty,CURBOL,z,0.544675,,,,,,0.015558402,-0.41894412,0,0,0,,0,317,317,459,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60876,1,,,,,,122,WORD,"ID",16,linger,LINGER,m,0.60876,,,,,,0.015558402,-0.41894412,0,0,0,,0,318,318,61,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.51588,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,0.51588,,,,,,0.015558402,-0.41894412,0,0,0,,0,319,319,57,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.49336,1,,,,,,391,NW,"ID",16,theldy,THELDY,z,0.49336,,,,,,0.015558402,-0.41894412,0,0,0,,0,320,320,330,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.650355,0,,,,,,62,WORD,"ID",33,region,REGION,m,0.650355,,,,,,0.015558402,-0.41894412,0,0,0,,0,321,321,1,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.5379,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,0.5379,,,,,,0.015558402,-0.41894412,0,0,0,,0,322,322,266,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.500055,1,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,0.500055,,,,,,0.015558402,-0.41894412,0,0,0,,0,323,323,251,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.77686,1,,,,,,225,WORD,UN,33,casino,VULGAR,m,0.77686,,,,,,0.015558402,-0.41894412,0,0,0,,0,324,324,164,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.683215,1,,,,,,388,NW,"ID",16,cragin,CRAGIN,z,0.683215,,,,,,0.015558402,-0.41894412,0,0,0,,0,325,325,327,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.549395,1,,,,,,173,WORD,"ID",16,shower,SHOWER,m,0.549395,,,,,,0.015558402,-0.41894412,0,0,0,,0,326,326,112,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.521275,1,,,,,,282,NW,UN,16,veralf,PORLEX,z,0.521275,,,,,,0.015558402,-0.41894412,0,0,0,,0,327,327,461,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.53443,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,0.53443,,,,,,0.015558402,-0.41894412,0,0,0,,0,328,328,363,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.507455,1,,,,,,403,NW,"ID",16,bruats,BRUATS,z,0.507455,,,,,,0.015558402,-0.41894412,0,0,0,,0,329,329,342,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.43824,1,,,,,,273,NW,UN,16,fumblo,SORTEL,z,0.43824,,,,,,0.015558402,-0.41894412,0,0,0,,0,330,330,452,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.470285,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,0.470285,,,,,,0.015558402,-0.41894412,0,0,0,,0,331,331,162,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.548915,1,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,0.548915,,,,,,0.015558402,-0.41894412,0,0,0,,0,332,332,64,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.61778,1,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,0.61778,,,,,,0.015558402,-0.41894412,0,0,0,,0,333,333,233,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.554035,1,,,,,,333,NW,"ID",33,catrie,CATRIE,z,0.554035,,,,,,0.015558402,-0.41894412,0,0,0,,0,334,334,272,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.568745,1,,,,,,42,WORD,UN,16,tongue,CHAPEL,m,0.568745,,,,,,0.015558402,-0.41894412,0,0,0,,0,335,335,221,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.501845,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,0.501845,,,,,,0.015558402,-0.41894412,0,0,0,,0,336,336,9,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.499755,1,,,,,,7,WORD,UN,16,abrupt,ANCHOR,m,0.499755,,,,,,0.015558402,-0.41894412,0,0,0,,0,337,337,186,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.96309,1,,,,,,260,NW,UN,16,stunch,UNJECT,z,0.96309,,,,,,0.015558402,-0.41894412,0,0,0,,0,338,338,439,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.521915,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,0.521915,,,,,,0.015558402,-0.41894412,0,0,0,,0,339,339,39,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.58714,1,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,0.58714,,,,,,0.015558402,-0.41894412,0,0,0,,0,340,340,24,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.59964,1,,,,,,290,NW,UN,16,pretch,SPLINO,z,0.59964,,,,,,0.015558402,-0.41894412,0,0,0,,0,341,341,469,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.56882,1,,,,,,242,NW,UN,16,musied,UNWERT,z,0.56882,,,,,,0.015558402,-0.41894412,0,0,0,,0,342,342,421,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.619505,1,,,,,,352,NW,"ID",33,tringe,TRINGE,z,0.619505,,,,,,0.015558402,-0.41894412,0,0,0,,0,343,343,291,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.606955,1,,,,,,131,WORD,"ID",16,quench,QUENCH,m,0.606955,,,,,,0.015558402,-0.41894412,0,0,0,,0,344,344,70,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52932,1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,0.52932,,,,,,0.015558402,-0.41894412,0,0,0,,0,345,345,90,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.50506,1,,,,,,83,WORD,"ID",33,result,RESULT,m,0.50506,,,,,,0.015558402,-0.41894412,0,0,0,,0,346,346,22,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.54847,1,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,0.54847,,,,,,0.015558402,-0.41894412,0,0,0,,0,347,347,248,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.59407,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,0.59407,,,,,,0.015558402,-0.41894412,0,0,0,,0,348,348,47,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.520595,1,,,,,,417,NW,"ID",16,earoud,EAROUD,z,0.520595,,,,,,0.015558402,-0.41894412,0,0,0,,0,349,349,356,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.508135,1,,,,,,123,WORD,"ID",16,strike,STRIKE,m,0.508135,,,,,,0.015558402,-0.41894412,0,0,0,,0,350,350,62,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.484215,1,,,,,,127,WORD,"ID",16,castle,CASTLE,m,0.484215,,,,,,0.015558402,-0.41894412,0,0,0,,0,351,351,66,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.575115,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,0.575115,,,,,,0.015558402,-0.41894412,0,0,0,,0,352,352,393,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.55876,1,,,,,,281,NW,UN,16,porlex,MELATY,z,0.55876,,,,,,0.015558402,-0.41894412,0,0,0,,0,353,353,460,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.48741,1,,,,,,323,NW,"ID",33,rosail,ROSAIL,z,0.48741,,,,,,0.015558402,-0.41894412,0,0,0,,0,354,354,262,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.541605,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,0.541605,,,,,,0.015558402,-0.41894412,0,0,0,,0,355,355,44,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.498725,1,,,,,,28,WORD,UN,16,sketch,COMEDY,m,0.498725,,,,,,0.015558402,-0.41894412,0,0,0,,0,356,356,207,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57698,1,,,,,,258,NW,UN,16,soudal,POLUTH,z,0.57698,,,,,,0.015558402,-0.41894412,0,0,0,,0,357,357,437,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.585155,1,,,,,,291,NW,UN,16,ablint,PRETCH,z,0.585155,,,,,,0.015558402,-0.41894412,0,0,0,,0,358,358,470,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.532765,1,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,0.532765,,,,,,0.015558402,-0.41894412,0,0,0,,0,359,359,83,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.46963,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,0.46963,,,,,,0.015558402,-0.41894412,0,0,0,,0,360,360,35,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.53362,1,,,,,,136,WORD,"ID",16,bleach,BLEACH,m,0.53362,,,,,,0.015558402,-0.41894412,0,0,0,,0,361,361,75,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.60505,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,0.60505,,,,,,0.015558402,-0.41894412,0,0,0,space,0,362,362,404,1,,15.30169
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.645975,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,0.645975,,,,,,0.015558402,-0.41894412,0,0,0,,0,363,363,366,1,,
