counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.626,1,,,,,,80,WORD,"ID",33,family,FAMILY,m,0.626,,,,,,0.048148148,-0.419444444,0,0,0,,0,290,290,19,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.891,1,,,,,,191,WORD,UN,33,beacon,STABLE,m,0.891,,,,,,0.048148148,-0.419444444,0,0,0,,0,291,291,130,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.1,1,,,,,,284,NW,UN,16,prudge,SHAPLE,z,1.1,,,,,,0.048148148,-0.419444444,0,0,0,,0,292,292,463,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.876,0,,,,,,17,WORD,UN,16,humble,CHARGE,m,0.876,,,,,,0.048148148,-0.419444444,0,0,0,,0,293,293,196,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.624,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,0.624,,,,,,0.048148148,-0.419444444,0,0,0,,0,294,294,170,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.77,1,,,,,,128,WORD,"ID",16,senior,SENIOR,m,0.77,,,,,,0.048148148,-0.419444444,0,0,0,,0,295,295,67,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.654,1,,,,,,152,WORD,"ID",16,rocket,ROCKET,m,0.654,,,,,,0.048148148,-0.419444444,0,0,0,,0,296,296,91,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.791,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,0.791,,,,,,0.048148148,-0.419444444,0,0,0,,0,297,297,162,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.791,0,,,,,,234,WORD,UN,33,poster,CLUMSY,m,0.791,,,,,,0.048148148,-0.419444444,0,0,0,,0,298,298,173,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.874,0,,,,,,86,WORD,"ID",33,rodent,RODENT,m,0.874,,,,,,0.048148148,-0.419444444,0,0,0,,0,299,299,25,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.778,0,,,,,,393,NW,"ID",16,ganous,GANOUS,z,0.778,,,,,,0.048148148,-0.419444444,0,0,0,,0,300,300,332,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.788,0,,,,,,201,WORD,UN,33,factor,ADMIRE,m,0.788,,,,,,0.048148148,-0.419444444,0,0,0,,0,301,301,140,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.962,1,,,,,,35,WORD,UN,16,vanish,SOCKET,m,0.962,,,,,,0.048148148,-0.419444444,0,0,0,,0,302,302,214,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.634,0,,,,,,410,NW,"ID",16,tunory,TUNORY,z,0.634,,,,,,0.048148148,-0.419444444,0,0,0,,0,303,303,349,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.813,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,0.813,,,,,,0.048148148,-0.419444444,0,0,0,,0,304,304,210,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.724,0,,,,,,281,NW,UN,16,porlex,MELATY,z,0.724,,,,,,0.048148148,-0.419444444,0,0,0,,0,305,305,460,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.773,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,0.773,,,,,,0.048148148,-0.419444444,0,0,0,,0,306,306,14,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.686,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,0.686,,,,,,0.048148148,-0.419444444,0,0,0,,0,307,307,364,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.025,1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,1.025,,,,,,0.048148148,-0.419444444,0,0,0,,0,308,308,306,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.712,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,0.712,,,,,,0.048148148,-0.419444444,0,0,0,,0,309,309,227,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.642,0,,,,,,11,WORD,UN,16,amount,CRUISE,m,0.642,,,,,,0.048148148,-0.419444444,0,0,0,,0,310,310,190,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.69,1,,,,,,9,WORD,UN,16,bridge,HUSTLE,m,0.69,,,,,,0.048148148,-0.419444444,0,0,0,,0,311,311,188,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.814,1,,,,,,163,WORD,"ID",16,string,STRING,m,0.814,,,,,,0.048148148,-0.419444444,0,0,0,,0,312,312,102,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.898,0,,,,,,254,NW,UN,16,apight,VAROSH,z,0.898,,,,,,0.048148148,-0.419444444,0,0,0,,0,313,313,433,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.935,0,,,,,,121,WORD,"ID",16,thrive,THRIVE,m,0.935,,,,,,0.048148148,-0.419444444,0,0,0,,0,314,314,60,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.95,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,0.95,,,,,,0.048148148,-0.419444444,0,0,0,,0,315,315,405,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.667,0,,,,,,375,NW,"ID",16,yorque,YORQUE,z,0.667,,,,,,0.048148148,-0.419444444,0,0,0,,0,316,316,314,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.839,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,0.839,,,,,,0.048148148,-0.419444444,0,0,0,,0,317,317,99,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.758,1,,,,,,153,WORD,"ID",16,behold,BEHOLD,m,0.758,,,,,,0.048148148,-0.419444444,0,0,0,,0,318,318,92,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.617,1,,,,,,368,NW,"ID",16,hornal,HORNAL,z,0.617,,,,,,0.048148148,-0.419444444,0,0,0,,0,319,319,307,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.871,0,,,,,,33,WORD,UN,16,jungle,BUTLER,m,0.871,,,,,,0.048148148,-0.419444444,0,0,0,,0,320,320,212,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.744,0,,,,,,419,NW,"ID",16,slount,SLOUNT,z,0.744,,,,,,0.048148148,-0.419444444,0,0,0,,0,321,321,358,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.782,1,,,,,,146,WORD,"ID",16,couple,COUPLE,m,0.782,,,,,,0.048148148,-0.419444444,0,0,0,,0,322,322,85,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.874,0,,,,,,218,WORD,UN,33,bucket,SHRINK,m,0.874,,,,,,0.048148148,-0.419444444,0,0,0,,0,323,323,157,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,1.01,0,,,,,,177,WORD,"ID",16,advent,ADVENT,m,1.01,,,,,,0.048148148,-0.419444444,0,0,0,,0,324,324,116,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.825,1,,,,,,329,NW,"ID",33,yarike,YARIKE,z,0.825,,,,,,0.048148148,-0.419444444,0,0,0,,0,325,325,268,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.975,0,,,,,,50,WORD,UN,16,hungry,SNATCH,m,0.975,,,,,,0.048148148,-0.419444444,0,0,0,,0,326,326,229,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,1.041,0,,,,,,179,WORD,"ID",16,basket,BASKET,m,1.041,,,,,,0.048148148,-0.419444444,0,0,0,,0,327,327,118,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.998,0,,,,,,149,WORD,"ID",16,invade,INVADE,m,0.998,,,,,,0.048148148,-0.419444444,0,0,0,,0,328,328,88,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.749,0,,,,,,360,NW,"ID",33,desory,DESORY,z,0.749,,,,,,0.048148148,-0.419444444,0,0,0,,0,329,329,299,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.236,0,,,,,,328,NW,"ID",33,broake,BROAKE,z,1.236,,,,,,0.048148148,-0.419444444,0,0,0,,0,330,330,267,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.788,0,,,,,,274,NW,UN,16,sleirt,FUMBLO,z,0.788,,,,,,0.048148148,-0.419444444,0,0,0,,0,331,331,453,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.606,1,,,,,,403,NW,"ID",16,bruats,BRUATS,z,0.606,,,,,,0.048148148,-0.419444444,0,0,0,,0,332,332,342,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.009,0,,,,,,253,NW,UN,16,varosh,RESAIT,z,1.009,,,,,,0.048148148,-0.419444444,0,0,0,,0,333,333,432,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.878,0,,,,,,114,WORD,"ID",33,placid,PLACID,m,0.878,,,,,,0.048148148,-0.419444444,0,0,0,,0,334,334,53,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.689,0,,,,,,246,NW,UN,16,blarge,PIATON,z,0.689,,,,,,0.048148148,-0.419444444,0,0,0,,0,335,335,425,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.874,0,,,,,,407,NW,"ID",16,suiver,SUIVER,z,0.874,,,,,,0.048148148,-0.419444444,0,0,0,,0,336,336,346,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.839,1,,,,,,180,WORD,"ID",16,silent,SILENT,m,0.839,,,,,,0.048148148,-0.419444444,0,0,0,,0,337,337,119,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.663,1,,,,,,255,NW,UN,16,inlors,APIGHT,z,0.663,,,,,,0.048148148,-0.419444444,0,0,0,,0,338,338,434,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.789,0,,,,,,376,NW,"ID",16,iguare,IGUARE,z,0.789,,,,,,0.048148148,-0.419444444,0,0,0,,0,339,339,315,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.367,0,,,,,,46,WORD,UN,16,income,SINGLE,m,0.367,,,,,,0.048148148,-0.419444444,0,0,0,,0,340,340,225,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.461,0,,,,,,476,NW,UN,33,photie,JOSTED,z,0.461,,,,,,0.048148148,-0.419444444,0,0,0,,0,341,341,415,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.668,1,,,,,,47,WORD,UN,16,walnut,INCOME,m,0.668,,,,,,0.048148148,-0.419444444,0,0,0,,0,342,342,226,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.634,1,,,,,,61,WORD,"ID",33,ponder,PONDER,m,0.634,,,,,,0.048148148,-0.419444444,0,0,0,,0,343,343,0,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.912,0,,,,,,357,NW,"ID",33,derain,DERAIN,z,0.912,,,,,,0.048148148,-0.419444444,0,0,0,,0,344,344,296,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.806,1,,,,,,363,NW,"ID",16,breali,BREALI,z,0.806,,,,,,0.048148148,-0.419444444,0,0,0,,0,345,345,302,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.633,1,,,,,,147,WORD,"ID",16,garlic,GARLIC,m,0.633,,,,,,0.048148148,-0.419444444,0,0,0,,0,346,346,86,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.743,1,,,,,,15,WORD,UN,16,faucet,AMOUNT,m,0.743,,,,,,0.048148148,-0.419444444,0,0,0,,0,347,347,194,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.989,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,0.989,,,,,,0.048148148,-0.419444444,0,0,0,,0,348,348,255,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.745,1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,0.745,,,,,,0.048148148,-0.419444444,0,0,0,,0,349,349,230,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.17,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,1.17,,,,,,0.048148148,-0.419444444,0,0,0,,0,350,350,16,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.631,0,,,,,,176,WORD,"ID",16,strife,STRIFE,m,0.631,,,,,,0.048148148,-0.419444444,0,0,0,,0,351,351,115,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.71,0,,,,,,446,NW,UN,33,gircue,RUNAMO,z,0.71,,,,,,0.048148148,-0.419444444,0,0,0,,0,352,352,385,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.561,1,,,,,,349,NW,"ID",33,asylen,ASYLEN,z,0.561,,,,,,0.048148148,-0.419444444,0,0,0,,0,353,353,288,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.691,1,,,,,,182,WORD,UN,33,absent,WINTER,m,0.691,,,,,,0.048148148,-0.419444444,0,0,0,,0,354,354,121,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.701,0,,,,,,55,WORD,UN,16,ambush,STROKE,m,0.701,,,,,,0.048148148,-0.419444444,0,0,0,,0,355,355,234,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.709,1,,,,,,174,WORD,"ID",16,turkey,TURKEY,m,0.709,,,,,,0.048148148,-0.419444444,0,0,0,,0,356,356,113,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.925,1,,,,,,162,WORD,"ID",16,candle,CANDLE,m,0.925,,,,,,0.048148148,-0.419444444,0,0,0,,0,357,357,101,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.849,0,,,,,,467,NW,UN,33,wictor,GORBIE,z,0.849,,,,,,0.048148148,-0.419444444,0,0,0,,0,358,358,406,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.803,0,,,,,,100,WORD,"ID",33,carbon,CARBON,m,0.803,,,,,,0.048148148,-0.419444444,0,0,0,,0,359,359,39,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.723,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,0.723,,,,,,0.048148148,-0.419444444,0,0,0,,0,360,360,135,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.141,0,,,,,,371,NW,"ID",16,geiloy,GEILOY,z,1.141,,,,,,0.048148148,-0.419444444,0,0,0,,0,361,361,310,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.712,0,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,0.712,,,,,,0.048148148,-0.419444444,0,0,0,space,0,362,362,248,1,4.853
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.958,0,,,,,,429,NW,UN,33,caroey,FUNTLE,z,0.958,,,,,,0.048148148,-0.419444444,0,0,0,,0,363,363,368,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.874,1,,,,,,409,NW,"ID",16,elopia,ELOPIA,z,0.874,,,,,,0.048148148,-0.419444444,0,0,0,,0,364,364,348,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.973,0,,,,,,268,NW,UN,16,orchet,PACKES,z,0.973,,,,,,0.048148148,-0.419444444,0,0,0,,0,365,365,447,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.049,1,,,,,,173,WORD,"ID",16,shower,SHOWER,m,1.049,,,,,,0.048148148,-0.419444444,0,0,0,,0,366,366,112,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.643,1,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,0.643,,,,,,0.048148148,-0.419444444,0,0,0,,0,367,367,21,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.777,0,,,,,,427,NW,UN,33,tandly,SCHIND,z,0.777,,,,,,0.048148148,-0.419444444,0,0,0,,0,368,368,366,1,
