counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.757,,,,,,,,0.757,1,,,,,,43,WORD,"ID",50,tongue,TONGUE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,307,307,102,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.488,,,,,,,,0.488,1,,,,,,27,WORD,"ID",50,scream,SCREAM,m,,,,,,,0.125,-0.361979167,0,0,0,,0,308,308,86,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.55,,,,,,,,0.55,1,,,,,,178,WORD,UN,50,basket,INFORM,m,,,,,,,0.125,-0.361979167,0,0,0,,0,309,309,237,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.57,,,,,,,,0.57,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,,0.125,-0.361979167,0,0,0,,0,310,310,38,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.668,,,,,,,,0.668,1,,,,,,301,NW,UN,33,miluer,FAINCH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,311,311,360,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.771,,,,,,,,0.771,1,,,,,,447,NW,"ID",33,gircue,GIRCUE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,312,312,266,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.717,,,,,,,,0.717,1,,,,,,286,NW,"ID",50,reldon,RELDON,z,,,,,,,0.125,-0.361979167,0,0,0,,0,313,313,345,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.716,,,,,,,,0.716,1,,,,,,206,WORD,"ID",33,tailor,TAILOR,m,,,,,,,0.125,-0.361979167,0,0,0,,0,314,314,25,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.64,,,,,,,,0.64,1,,,,,,367,NW,UN,50,hornal,SLIQUE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,315,315,426,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.716,,,,,,,,0.716,1,,,,,,163,WORD,UN,50,market,STRING,m,,,,,,,0.125,-0.361979167,0,0,0,,0,316,316,222,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.724,,,,,,,,0.724,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,,,,,,,0.125,-0.361979167,0,0,0,,0,317,317,382,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.8,,,,,,,,0.8,1,,,,,,361,NW,UN,50,tireau,PAUCHE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,318,318,420,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.752,,,,,,,,0.752,1,,,,,,129,WORD,UN,50,stupid,MARVEL,m,,,,,,,0.125,-0.361979167,0,0,0,,0,319,319,188,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.077,,,,,,,,1.077,1,,,,,,328,NW,UN,33,yarike,BROAKE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,320,320,387,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.766,,,,,,,,0.766,1,,,,,,87,WORD,UN,33,sprawl,FILTER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,321,321,146,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.79,,,,,,,,0.79,1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,,,,,,,0.125,-0.361979167,0,0,0,,0,322,322,134,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.592,,,,,,,,0.592,1,,,,,,37,WORD,"ID",50,insult,INSULT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,323,323,96,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.538,,,,,,,,0.538,1,,,,,,210,WORD,"ID",33,monkey,MONKEY,m,,,,,,,0.125,-0.361979167,0,0,0,,0,324,324,29,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.542,,,,,,,,0.542,1,,,,,,152,WORD,UN,50,behold,ROCKET,m,,,,,,,0.125,-0.361979167,0,0,0,,0,325,325,211,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.7,,,,,,,,0.7,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,326,326,274,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.551,,,,,,,,0.551,0,,,,,,139,WORD,UN,50,prince,DEBRIS,m,,,,,,,0.125,-0.361979167,0,0,0,,0,327,327,198,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.75,,,,,,,,0.75,1,,,,,,407,NW,UN,50,hurnia,SUIVER,z,,,,,,,0.125,-0.361979167,0,0,0,,0,328,328,466,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.772,,,,,,,,0.772,0,,,,,,384,NW,UN,50,injore,GUESCO,z,,,,,,,0.125,-0.361979167,0,0,0,,0,329,329,443,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.944,,,,,,,,0.944,1,,,,,,20,WORD,"ID",50,breast,BREAST,m,,,,,,,0.125,-0.361979167,0,0,0,,0,330,330,79,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.284,,,,,,,,1.284,1,,,,,,422,NW,"ID",33,alcoud,ALCOUD,z,,,,,,,0.125,-0.361979167,0,0,0,,0,331,331,241,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.966,,,,,,,,0.966,1,,,,,,249,NW,"ID",50,batrol,BATROL,z,,,,,,,0.125,-0.361979167,0,0,0,,0,332,332,308,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.788,,,,,,,,0.788,1,,,,,,456,NW,"ID",33,broget,BROGET,z,,,,,,,0.125,-0.361979167,0,0,0,,0,333,333,275,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.67,,,,,,,,0.67,1,,,,,,356,NW,UN,33,derain,OTHNIS,z,,,,,,,0.125,-0.361979167,0,0,0,,0,334,334,415,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.65,,,,,,,,0.65,1,,,,,,370,NW,UN,50,geiloy,SLEACT,z,,,,,,,0.125,-0.361979167,0,0,0,,0,335,335,429,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.621,,,,,,,,0.621,1,,,,,,326,NW,UN,33,plenac,IGUADE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,336,336,385,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.789,,,,,,,,0.789,1,,,,,,231,WORD,"ID",33,export,EXPORT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,337,337,50,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.656,,,,,,,,0.656,1,,,,,,94,WORD,UN,33,thread,TRAVEL,m,,,,,,,0.125,-0.361979167,0,0,0,,0,338,338,153,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.6,,,,,,,,0.6,1,,,,,,157,WORD,UN,50,island,DRAGON,m,,,,,,,0.125,-0.361979167,0,0,0,,0,339,339,216,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.785,,,,,,,,0.785,1,,,,,,305,NW,UN,33,sounge,FORGLE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,340,340,364,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.739,,,,,,,,0.739,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,341,341,52,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.592,,,,,,,,0.592,1,,,,,,191,WORD,"ID",33,stable,STABLE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,342,342,10,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.633,,,,,,,,0.633,1,,,,,,399,NW,UN,50,wearox,FOURET,z,,,,,,,0.125,-0.361979167,0,0,0,,0,343,343,458,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.704,,,,,,,,0.704,1,,,,,,265,NW,"ID",50,distar,DISTAR,z,,,,,,,0.125,-0.361979167,0,0,0,,0,344,344,324,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,1.022,,,,,,,,1.022,0,,,,,,364,NW,UN,50,guairt,IMPOTE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,345,345,423,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.684,,,,,,,,0.684,1,,,,,,18,WORD,"ID",50,humble,HUMBLE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,346,346,77,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.036,,,,,,,,1.036,1,,,,,,278,NW,"ID",50,unighs,UNIGHS,z,,,,,,,0.125,-0.361979167,0,0,0,,0,347,347,337,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.941,,,,,,,,0.941,0,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,348,348,133,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.816,,,,,,,,0.816,1,,,,,,429,NW,"ID",33,funtle,FUNTLE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,349,349,248,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.749,,,,,,,,0.749,1,,,,,,340,NW,UN,33,myrtie,FIATCH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,350,350,399,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.669,,,,,,,,0.669,1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,,,,,,,0.125,-0.361979167,0,0,0,,0,351,351,150,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.075,,,,,,,,1.075,1,,,,,,475,NW,"ID",33,pebric,PEBRIC,z,,,,,,,0.125,-0.361979167,0,0,0,,0,352,352,294,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,1.149,,,,,,,,1.149,0,,,,,,190,WORD,"ID",33,backup,BACKUP,m,,,,,,,0.125,-0.361979167,0,0,0,,0,353,353,9,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.565,,,,,,,,1.565,1,,,,,,309,NW,UN,33,daniet,AMILOY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,354,354,368,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.717,,,,,,,,0.717,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,,0.125,-0.361979167,0,0,0,,0,355,355,45,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.866,,,,,,,,0.866,1,,,,,,254,NW,"ID",50,varosh,VAROSH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,356,356,313,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.049,,,,,,,,1.049,1,,,,,,295,NW,"ID",50,gleath,GLEATH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,357,357,354,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.867,,,,,,,,0.867,1,,,,,,159,WORD,UN,50,violet,DETAIL,m,,,,,,,0.125,-0.361979167,0,0,0,,0,358,358,218,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.716,,,,,,,,0.716,1,,,,,,457,NW,"ID",33,wanigh,WANIGH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,359,359,276,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.35,,,,,,,,1.35,1,,,,,,355,NW,UN,33,othnis,ZINGLY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,360,360,414,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,1,,,,,,,,1,0,,,,,,141,WORD,UN,50,spruce,ORPHAN,m,,,,,,,0.125,-0.361979167,0,0,0,,0,361,361,200,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.749,,,,,,,,0.749,1,,,,,,95,WORD,UN,33,ignore,THREAD,m,,,,,,,0.125,-0.361979167,0,0,0,space,0,362,362,154,1,82.598
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.657,,,,,,,,0.657,1,,,,,,38,WORD,"ID",50,powder,POWDER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,363,363,97,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.008,,,,,,,,1.008,1,,,,,,183,WORD,"ID",33,mildew,MILDEW,m,,,,,,,0.125,-0.361979167,0,0,0,,0,364,364,2,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.593,,,,,,,,0.593,1,,,,,,155,WORD,UN,50,cradle,LIZARD,m,,,,,,,0.125,-0.361979167,0,0,0,,0,365,365,214,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.618,,,,,,,,0.618,1,,,,,,67,WORD,UN,33,fumble,POLICY,m,,,,,,,0.125,-0.361979167,0,0,0,,0,366,366,126,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.567,,,,,,,,0.567,1,,,,,,60,WORD,"ID",50,pencil,PENCIL,m,,,,,,,0.125,-0.361979167,0,0,0,,0,367,367,119,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.958,,,,,,,,0.958,1,,,,,,319,NW,UN,33,jockal,ZOMBER,z,,,,,,,0.125,-0.361979167,0,0,0,,0,368,368,378,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.983,,,,,,,,0.983,1,,,,,,25,WORD,"ID",50,domain,DOMAIN,m,,,,,,,0.125,-0.361979167,0,0,0,,0,369,369,84,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.843,,,,,,,,0.843,1,,,,,,377,NW,UN,50,shrile,INJORE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,370,370,436,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.835,,,,,,,,0.835,1,,,,,,345,NW,UN,33,saudic,ABSEND,z,,,,,,,0.125,-0.361979167,0,0,0,,0,371,371,404,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.691,,,,,,,,0.691,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,372,372,30,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.69,,,,,,,,0.69,1,,,,,,44,WORD,"ID",50,danger,DANGER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,373,373,103,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.656,,,,,,,,0.656,1,,,,,,48,WORD,"ID",50,walnut,WALNUT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,374,374,107,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.719,,,,,,,,0.719,1,,,,,,166,WORD,UN,50,design,STARCH,m,,,,,,,0.125,-0.361979167,0,0,0,,0,375,375,225,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.667,,,,,,,,0.667,1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,,,,,,,0.125,-0.361979167,0,0,0,,0,376,376,413,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.825,,,,,,,,0.825,0,,,,,,372,NW,UN,50,bigent,RAMILY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,377,377,431,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.802,,,,,,,,0.802,1,,,,,,175,WORD,UN,50,strife,FABRIC,m,,,,,,,0.125,-0.361979167,0,0,0,,0,378,378,234,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.819,,,,,,,,0.819,1,,,,,,222,WORD,"ID",33,hinder,HINDER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,379,379,41,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.717,,,,,,,,0.717,1,,,,,,112,WORD,UN,33,chorus,BREATH,m,,,,,,,0.125,-0.361979167,0,0,0,,0,380,380,171,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.899,,,,,,,,0.899,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,,,,,,,0.125,-0.361979167,0,0,0,,0,381,381,159,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.666,,,,,,,,0.666,1,,,,,,428,NW,"ID",33,tandly,TANDLY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,382,382,247,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.676,,,,,,,,0.676,1,,,,,,33,WORD,"ID",50,butler,BUTLER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,383,383,92,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.827,,,,,,,,0.827,1,,,,,,371,NW,UN,50,ramily,GEILOY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,384,384,430,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.832,,,,,,,,0.832,1,,,,,,350,NW,UN,33,tiesch,NAGURS,z,,,,,,,0.125,-0.361979167,0,0,0,,0,385,385,409,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.772,,,,,,,,0.772,1,,,,,,108,WORD,UN,33,wonder,RECKON,m,,,,,,,0.125,-0.361979167,0,0,0,,0,386,386,167,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.733,,,,,,,,0.733,1,,,,,,346,NW,UN,33,kerift,SAUDIC,z,,,,,,,0.125,-0.361979167,0,0,0,,0,387,387,405,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.917,,,,,,,,0.917,1,,,,,,426,NW,"ID",33,urivel,URIVEL,z,,,,,,,0.125,-0.361979167,0,0,0,,0,388,388,245,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.656,,,,,,,,0.656,1,,,,,,246,NW,"ID",50,piaton,PIATON,z,,,,,,,0.125,-0.361979167,0,0,0,,0,389,389,305,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.866,,,,,,,,0.866,1,,,,,,444,NW,"ID",33,jaunce,JAUNCE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,390,390,263,1,
