counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.462465,,,,,,,,0.462465,1,,,,,,205,WORD,"ID",33,lounge,LOUNGE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,290,290,24,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.512915,,,,,,,,0.512915,1,,,,,,201,WORD,"ID",33,admire,ADMIRE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,291,291,20,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.43123,,,,,,,,0.43123,1,,,,,,160,WORD,UN,16,pastor,VIOLET,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,292,292,219,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.612635,,,,,,,,0.612635,1,,,,,,340,NW,UN,33,myrtie,FIATCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,293,293,399,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57911,,,,,,,,0.57911,1,,,,,,179,WORD,UN,16,silent,BASKET,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,294,294,238,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.74632,,,,,,,,0.74632,1,,,,,,263,NW,"ID",16,dolica,DOLICA,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,295,295,322,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.82996,,,,,,,,0.82996,1,,,,,,463,NW,"ID",33,kispel,KISPEL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,296,296,282,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.64823,,,,,,,,0.64823,0,,,,,,250,NW,"ID",16,milted,MILTED,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,297,297,309,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.64743,,,,,,,,0.64743,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,298,298,123,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.53459,,,,,,,,0.53459,0,,,,,,314,NW,UN,33,laston,SPRINE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,299,299,373,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.828595,,,,,,,,0.828595,1,,,,,,166,WORD,UN,16,design,STARCH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,300,300,225,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57242,,,,,,,,0.57242,1,,,,,,59,WORD,"ID",16,splint,SPLINT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,301,301,118,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.648425,,,,,,,,0.648425,1,,,,,,224,WORD,"ID",33,period,PERIOD,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,302,302,43,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.66481,,,,,,,,0.66481,1,,,,,,310,NW,UN,33,sproly,DANIET,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,303,303,369,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.809905,,,,,,,,0.809905,1,,,,,,131,WORD,UN,16,strong,QUENCH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,304,304,190,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.58066,,,,,,,,0.58066,1,,,,,,97,WORD,UN,33,belong,CLIENT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,305,305,156,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5673,,,,,,,,0.5673,1,,,,,,112,WORD,UN,33,chorus,BREATH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,306,306,171,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.68114,,,,,,,,0.68114,1,,,,,,5,WORD,"ID",16,plunge,PLUNGE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,307,307,64,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.548345,,,,,,,,0.548345,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,308,308,52,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.589055,,,,,,,,0.589055,1,,,,,,38,WORD,"ID",16,powder,POWDER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,309,309,97,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.598125,,,,,,,,0.598125,1,,,,,,350,NW,UN,33,tiesch,NAGURS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,310,310,409,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.999435,,,,,,,,0.999435,1,,,,,,248,NW,"ID",16,strole,STROLE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,311,311,307,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.419365,,,,,,,,0.419365,0,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,312,312,37,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.76658,,,,,,,,0.76658,1,,,,,,459,NW,"ID",33,bafent,BAFENT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,313,313,278,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.75195,,,,,,,,0.75195,1,,,,,,406,NW,UN,16,suiver,NOUPLY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,314,314,465,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.615355,,,,,,,,0.615355,1,,,,,,149,WORD,UN,16,random,INVADE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,315,315,208,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.965225,,,,,,,,0.965225,1,,,,,,448,NW,"ID",33,sadent,SADENT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,316,316,267,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.9472,,,,,,,,0.9472,1,,,,,,66,WORD,UN,33,policy,GOSPEL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,317,317,125,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.61549,,,,,,,,0.61549,1,,,,,,388,NW,UN,16,witmer,CRAGIN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,318,318,447,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.97713,,,,,,,,0.97713,1,,,,,,289,NW,"ID",16,starby,STARBY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,319,319,348,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.671785,,,,,,,,0.671785,1,,,,,,26,WORD,"ID",16,sprint,SPRINT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,320,320,85,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.57323,,,,,,,,0.57323,1,,,,,,247,NW,"ID",16,blarge,BLARGE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,321,321,306,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.58015,,,,,,,,0.58015,1,,,,,,61,WORD,UN,33,region,PONDER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,322,322,120,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.596815,,,,,,,,0.596815,1,,,,,,352,NW,UN,33,clurey,TRINGE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,323,323,411,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.55013,,,,,,,,0.55013,1,,,,,,337,NW,UN,33,wreash,REJOLS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,324,324,396,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.564285,,,,,,,,0.564285,1,,,,,,391,NW,UN,16,rouncy,THELDY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,325,325,450,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.484975,,,,,,,,0.484975,1,,,,,,479,NW,"ID",33,lobush,LOBUSH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,326,326,298,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.68704,,,,,,,,0.68704,1,,,,,,208,WORD,"ID",33,hockey,HOCKEY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,327,327,27,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.766735,,,,,,,,0.766735,1,,,,,,376,NW,UN,16,veigma,IGUARE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,328,328,435,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.66843,,,,,,,,0.66843,1,,,,,,99,WORD,UN,33,carbon,FLUENT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,329,329,158,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.798655,,,,,,,,0.798655,1,,,,,,315,NW,UN,33,scregm,LASTON,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,330,330,374,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.81661,,,,,,,,0.81661,1,,,,,,327,NW,UN,33,broake,PLENAC,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,331,331,386,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61554,,,,,,,,0.61554,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,332,332,30,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.697155,,,,,,,,0.697155,1,,,,,,54,WORD,"ID",16,ramble,RAMBLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,333,333,113,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.47838,,,,,,,,0.47838,1,,,,,,41,WORD,"ID",16,spring,SPRING,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,334,334,100,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.665915,,,,,,,,0.665915,1,,,,,,378,NW,UN,16,auting,SHRILE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,335,335,437,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63173,,,,,,,,0.63173,1,,,,,,318,NW,UN,33,zomber,REAGLY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,336,336,377,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.732265,,,,,,,,0.732265,1,,,,,,147,WORD,UN,16,custom,GARLIC,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,337,337,206,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.61301,,,,,,,,0.61301,1,,,,,,445,NW,"ID",33,minkel,MINKEL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,338,338,264,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.4842,,,,,,,,0.4842,1,,,,,,162,WORD,UN,16,string,CANDLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,339,339,221,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.614245,,,,,,,,0.614245,1,,,,,,36,WORD,"ID",16,vanish,VANISH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,340,340,95,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.596715,,,,,,,,0.596715,1,,,,,,291,NW,"ID",16,pretch,PRETCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,341,341,350,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.51425,,,,,,,,0.51425,1,,,,,,283,NW,"ID",16,veralf,VERALF,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,342,342,342,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.616125,,,,,,,,0.616125,0,,,,,,317,NW,UN,33,reagly,WORBAL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,343,343,376,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64702,,,,,,,,0.64702,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,344,344,299,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63923,,,,,,,,0.63923,1,,,,,,461,NW,"ID",33,justre,JUSTRE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,345,345,280,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.617145,,,,,,,,0.617145,1,,,,,,273,NW,"ID",16,sortel,SORTEL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,346,346,332,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56248,,,,,,,,0.56248,1,,,,,,251,NW,"ID",16,lupict,LUPICT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,347,347,310,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.670785,,,,,,,,0.670785,1,,,,,,126,WORD,UN,16,castle,ENOUGH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,348,348,185,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.726105,,,,,,,,0.726105,1,,,,,,77,WORD,UN,33,column,RACKET,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,349,349,136,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.59881,,,,,,,,0.59881,1,,,,,,202,WORD,"ID",33,factor,FACTOR,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,350,350,21,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.54691,,,,,,,,0.54691,1,,,,,,478,NW,"ID",33,acrise,ACRISE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,351,351,297,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.65072,,,,,,,,0.65072,1,,,,,,458,NW,"ID",33,barcet,BARCET,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,352,352,277,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.515635,,,,,,,,0.515635,1,,,,,,392,NW,UN,16,ganous,ROUNCY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,353,353,451,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.534295,,,,,,,,0.534295,1,,,,,,361,NW,UN,16,tireau,PAUCHE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,354,354,420,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.809015,,,,,,,,0.809015,1,,,,,,450,NW,"ID",33,phrect,PHRECT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,355,355,269,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56422,,,,,,,,0.56422,1,,,,,,328,NW,UN,33,yarike,BROAKE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,356,356,387,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.565845,,,,,,,,0.565845,1,,,,,,345,NW,UN,33,saudic,ABSEND,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,357,357,404,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.71487,,,,,,,,0.71487,1,,,,,,135,WORD,UN,16,bleach,IMPORT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,358,358,194,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.66383,,,,,,,,0.66383,0,,,,,,142,WORD,UN,16,reason,SPRUCE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,359,359,201,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.66517,,,,,,,,0.66517,1,,,,,,203,WORD,"ID",33,phrase,PHRASE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,360,360,22,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.04244,,,,,,,,1.04244,1,,,,,,452,NW,"ID",33,surden,SURDEN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,361,361,271,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.44973,,,,,,,,1.44973,1,,,,,,434,NW,"ID",33,pitrom,PITROM,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,362,362,253,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.670785,,,,,,,,0.670785,1,,,,,,7,WORD,"ID",16,anchor,ANCHOR,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,363,363,66,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.395795,,,,,,,,1.395795,1,,,,,,178,WORD,UN,16,basket,INFORM,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,364,364,237,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.631155,,,,,,,,0.631155,1,,,,,,69,WORD,UN,33,square,PLENTY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,365,365,128,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.533465,,,,,,,,0.533465,1,,,,,,228,WORD,"ID",33,master,MASTER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,366,366,47,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.769565,,,,,,,,0.769565,1,,,,,,274,NW,"ID",16,fumblo,FUMBLO,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,367,367,333,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.725235,,,,,,,,0.725235,1,,,,,,372,NW,UN,16,bigent,RAMILY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,368,368,431,1
