counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,response.rt,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,30,WORD,"ID",33,orient,ORIENT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,323,323,29,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,400,NW,UN,33,mustil,WEAROX,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,324,324,399,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,385,NW,UN,33,ancust,VEIGMA,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,325,325,384,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,388,NW,UN,33,witmer,CRAGIN,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,326,326,387,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,403,NW,UN,33,cluirm,BRUATS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,327,327,402,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,298,NW,"ID",33,piergy,PIERGY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,328,328,297,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,404,NW,UN,33,syntic,CLUIRM,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,329,329,403,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,1.565,button_right,1.565,0,,,,,,389,NW,UN,33,hatrus,WITMER,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,330,330,388,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.165,button_right,0.165,0,,,,,,450,NW,UN,16,rastoe,PHRECT,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,331,331,449,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.082,button_right,0.082,1,,,,,,180,WORD,UN,33,thrive,SILENT,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,332,332,179,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.032,button_right,0.032,0,,,,,,418,NW,UN,33,slount,SUIDLE,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,333,333,417,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.165,button_right,0.165,0,,,,,,263,NW,"ID",33,dolica,DOLICA,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,334,334,262,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.098,button_right,0.098,0,,,,,,421,NW,UN,16,alcoud,KNISMA,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,335,335,420,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.065,button_right,0.065,1,,,,,,111,WORD,"ID",16,induce,INDUCE,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,336,336,110,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.048,button_right,0.048,1,,,,,,4,WORD,"ID",33,trench,TRENCH,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,337,337,3,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.165,button_right,0.165,1,,,,,,118,WORD,"ID",16,flight,FLIGHT,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,338,338,117,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.115,button_right,0.115,0,,,,,,292,NW,"ID",33,ablint,ABLINT,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,339,339,291,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.082,button_right,0.082,1,,,,,,35,WORD,"ID",33,socket,SOCKET,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,340,340,34,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.049,button_right,0.049,1,,,,,,121,WORD,UN,33,linger,THRIVE,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,341,341,120,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.164,button_right,0.164,1,,,,,,64,WORD,"ID",16,throne,THRONE,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,342,342,63,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.181,button_right,0.181,0,,,,,,406,NW,UN,33,suiver,NOUPLY,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,343,343,405,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.249,button_right,0.249,0,,,,,,463,NW,UN,16,bafent,KISPEL,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,344,344,462,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.094,button_right,0.094,1,,,,,,222,WORD,UN,16,casino,HINDER,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,345,345,221,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.075,button_right,0.075,0,,,,,,254,NW,"ID",33,varosh,VAROSH,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,346,346,253,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.065,button_right,0.065,1,,,,,,191,WORD,UN,16,absent,STABLE,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,347,347,190,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.098,button_right,0.098,1,,,,,,28,WORD,"ID",33,comedy,COMEDY,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,348,348,27,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.082,button_right,0.082,0,,,,,,384,NW,UN,33,veigma,GUESCO,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,349,349,383,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.099,button_right,0.099,0,,,,,,371,NW,UN,33,ramily,GEILOY,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,350,350,370,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.115,button_right,0.115,0,,,,,,314,NW,"ID",16,sprine,SPRINE,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,351,351,313,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.131,button_right,0.131,0,,,,,,455,NW,UN,16,broget,TONDLE,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,352,352,454,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.132,button_right,0.132,0,,,,,,293,NW,"ID",33,swance,SWANCE,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,353,353,292,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.165,button_right,0.165,0,,,,,,299,NW,"ID",33,sturch,STURCH,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,354,354,298,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.132,button_right,0.132,1,,,,,,151,WORD,UN,33,rocket,MYSTIC,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,355,355,150,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.165,button_right,0.165,0,,,,,,429,NW,UN,16,caroey,FUNTLE,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,356,356,428,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.115,button_right,0.115,0,,,,,,411,NW,UN,33,jiluer,ORCHIN,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,357,357,410,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.164,button_right,0.164,1,,,,,,100,WORD,"ID",16,carbon,CARBON,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,358,358,99,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.147,button_right,0.147,0,,,,,,330,NW,"ID",16,kensom,KENSOM,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,359,359,329,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.182,button_right,0.182,0,,,,,,359,NW,"ID",16,fonver,FONVER,z,,,,,,0.296375267,-0.320895522,1,0,0,,0,360,360,358,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.164,button_right,0.164,1,,,,,,136,WORD,UN,33,finger,BLEACH,m,,,,,,0.296375267,-0.320895522,1,0,0,,0,361,361,135,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.296375267,-0.320895522,1,0,0,0.215,button_right,0.215,1,,,,,,88,WORD,"ID",16,hunger,HUNGER,m,,,,,,0.113006397,-0.384861407,1,0,0,,0,362,362,87,1,,,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.347547974,-0.305970149,1,0,0,0.298,button_right,0.298,0,,,,,,383,NW,UN,33,guesco,AUNGRE,z,,,,,,0.347547974,-0.305970149,1,0,0,,0,363,363,382,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,214,WORD,UN,16,phobia,INTAKE,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,364,364,213,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,113,WORD,"ID",16,chorus,CHORUS,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,365,365,112,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,308,NW,"ID",16,psetch,PSETCH,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,366,366,307,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,101,WORD,"ID",16,wrench,WRENCH,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,367,367,100,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,153,WORD,UN,33,author,BEHOLD,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,368,368,152,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,52,WORD,"ID",33,impose,IMPOSE,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,369,369,51,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,265,NW,"ID",33,distar,DISTAR,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,370,370,264,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,229,WORD,UN,16,fringe,MOTHER,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,371,371,228,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,137,WORD,UN,33,melody,FINGER,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,372,372,136,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,264,NW,"ID",33,vackel,VACKEL,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,373,373,263,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,386,NW,UN,33,gronce,ANCUST,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,374,374,385,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,19,WORD,"ID",33,patron,PATRON,m,,,,,,0.33901919,-0.303837953,0,0,0,,0,375,375,18,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,282,NW,"ID",33,porlex,PORLEX,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,376,376,281,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,281,NW,"ID",33,melaty,MELATY,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,377,377,280,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,302,NW,"ID",16,miluer,MILUER,z,,,,,,0.33901919,-0.303837953,0,0,0,,0,378,378,301,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,465,NW,UN,16,hocite,WHIVEX,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,379,379,464,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,150,WORD,UN,33,mystic,RANDOM,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,380,380,149,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,338,NW,"ID",16,wreash,WREASH,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,381,381,337,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,187,WORD,UN,16,social,COURSE,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,382,382,186,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.298,-1,,,,,,139,WORD,UN,33,prince,DEBRIS,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,383,383,138,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.336886994,-0.303837953,1,0,0,0.982,button_right,0.982,1,,,,,,12,WORD,"ID",33,orange,ORANGE,m,,,,,,0.336886994,-0.303837953,1,0,0,,0,384,384,11,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,319,NW,"ID",16,zomber,ZOMBER,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,385,385,318,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,310,NW,"ID",16,daniet,DANIET,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,386,386,309,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,335,NW,"ID",16,desion,DESION,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,387,387,334,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,312,NW,"ID",16,nerawl,NERAWL,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,388,388,311,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,157,WORD,UN,33,island,DRAGON,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,389,389,156,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,461,NW,UN,16,absult,JUSTRE,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,390,390,460,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,470,NW,UN,16,nobest,CRUDIO,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,391,391,469,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,129,WORD,UN,33,stupid,MARVEL,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,392,392,128,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,37,WORD,"ID",33,insult,INSULT,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,393,393,36,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,72,WORD,"ID",16,bright,BRIGHT,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,394,394,71,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,322,NW,"ID",16,slanch,SLANCH,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,395,395,321,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,63,WORD,"ID",16,launch,LAUNCH,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,396,396,62,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,81,WORD,"ID",16,friend,FRIEND,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,397,397,80,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,333,NW,"ID",16,catrie,CATRIE,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,398,398,332,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,112,WORD,"ID",16,breath,BREATH,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,399,399,111,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,476,NW,UN,16,photie,JOSTED,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,400,400,475,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,351,NW,"ID",16,tiesch,TIESCH,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,401,401,350,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,78,WORD,"ID",16,column,COLUMN,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,402,402,77,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,84,WORD,"ID",16,mortal,MORTAL,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,403,403,83,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,98,WORD,"ID",16,belong,BELONG,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,404,404,97,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,193,WORD,UN,16,plague,OBJECT,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,405,405,192,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,22,WORD,"ID",33,jockey,JOCKEY,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,406,406,21,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,107,WORD,"ID",16,slogan,SLOGAN,m,,,,,,0.336886994,-0.303837953,0,0,0,,0,407,407,106,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.982,-1,,,,,,480,NW,UN,16,knisma,ROBULY,z,,,,,,0.336886994,-0.303837953,0,0,0,,0,408,408,479,1,,,
